plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
ELC6990,NY,PAS,1337388180,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVrNTZUVFJQUkVVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,25/17/2012,
RT65705,PA,PAS,1355370206,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1VNVVUVE5OUkVsM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,25/10/2014,
EGR2648,NY,PAS,1333211028,NO PARKING-DAY/TIME LIMITS,60,60,40.47,0.01,160.46,0,023,OTHER/UNKNOWN AGENCIES,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVrMTZTWGhOVkVGNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:18A,NY,,23/22/2012,07/26/2012
KFX9661,NY,PAS,1486444398,OBSTRUCTING DRIVEWAY,95,60,25.19,0,0,180.19,102,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFVVEJPUkUwMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:50A,Q,,22/30/2021,07/28/2022
PS83A,FL,PAS,1284073490,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSSk5FNUVRVE5OZWxFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,22/23/2010,
JFB6191,PA,PAS,1362139464,OBSTRUCTING DRIVEWAY,95,60,31.55,0,186.55,0,044,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1rMXFSWHBQVkZFeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:08A,NY,HEARING HELD-GUILTY,21/17/2013,05/29/2014
DNB2345,NY,PAS,1362202770,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1rMXFTWGROYW1NelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,20/21/2013,
CSC3419,NY,PAS,1263378304,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSSk1rMTZUVE5QUkUxM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,20/11/2009,
HMW5426,NY,PAS,4701121794,PHTO SCHOOL ZN SPEED VIOLATION,50,25,20.97,0,0,95.97,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMVVSWGxOVkdNMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",18:17P,04,,20/07/2020,04/08/2021
HMW5426,NY,PAS,4701121617,PHTO SCHOOL ZN SPEED VIOLATION,50,25,20.97,0,0,95.97,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMVVSWGxOVkZsNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",18:17P,58,,20/07/2020,04/08/2021
HMW5426,NY,PAS,4698147001,PHTO SCHOOL ZN SPEED VIOLATION,50,25,20.97,0,0,95.97,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk5VOUVSVEJPZWtGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09A,26,,20/07/2020,04/08/2021
JPN8244,NY,PAS,4698557033,PHTO SCHOOL ZN SPEED VIOLATION,50,25,14.34,0.61,88.73,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk5VOUVWVEZPZWtGNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:11P,15,,20/07/2020,04/08/2021
GEX5761,NY,PAS,4014145724,BUS LANE VIOLATION,250,0,0,250,0,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFNUVSVEJPVkdONVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:16P,08,HEARING HELD-NOT GUILTY,20/06/2020,
GEX5761,NY,PAS,4687977510,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk5FNTZhek5PZWxWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",16:13P,24,,20/04/2020,
74795NB,99,COM,1488880888,NGHT PKG ON RESID STR-COMM VEH,65,10,0,0,0,75,113,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVaelJOUkdjMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:05A,,,19/22/2022,
T735230C,NY,OMT,1448857089,FIRE HYDRANT,115,60,0.48,0,175.48,0,030,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVaekZPZWtFMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:38P,NY,,19/17/2018,03/21/2019
27883JR,NY,COM,1280549932,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSSk5FMUVWVEJQVkd0NlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,19/12/2009,
GMK4632,NY,PAS,1450022145,NO PARKING-STREET CLEANING,45,60,49.38,0,0,154.38,047,DEPARTMENT OF SANITATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMUVRWGxOYWtVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:40A,BX,,19/10/2018,02/07/2019
DRC1519,NY,PAS,1364547235,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1rNUVWVEJPZWtsNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,17/07/2015,
BLANKPLATE,99,999,1436972711,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVrNXFhek5OYW1ONFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,15/02/2018,
GAR4691,NY,PAS,1362016214,FRONT OR BACK PLATE MISSING,65,60,35.53,0,160.53,0,077,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1rMXFRWGhPYWtsNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:45A,K,HEARING HELD-GUILTY,14/44/2013,03/06/2014
ES7805,DC,PAS,1355390084,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1VNVVUVFZOUkVFMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,14/28/2014,
66520MC,NY,COM,1456629566,NO PARKING-STREET CLEANING,45,60,3.42,0,108.42,0,090,DEPARTMENT OF SANITATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VNXFXWGxQVkZVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:27A,K,,14/10/2020,07/28/2022
XHT1143,VA,PAS,1310602074,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVFMUVXWGROYWtFelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,13/30/2010,
AAM7170,NC,PAS,1325749655,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVVNVVZekJQVkZreFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,13/23/2012,
88543JV,NY,COM,1346639024,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1FNXFXWHBQVkVGNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,13/14/2013,
ZZA6937,NC,PAS,1354483224,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk1VNUVVVFJOZWtsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,13/03/2013,
FPY1379,NY,PAS,1321906316,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVVMVVhM2RPYWsxNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,12/50/2011,
031DPD,DP,PAS,3424407859,NO STANDING-BUS STOP,55,60,0,0,0,115,113,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVNUVVWGRPZW1jeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:57P,Q,HEARING PENDING,12/31/2099,
044ACD,DP,PAS,3425435085,DOUBLE PARKING,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVNVVVWHBPVkVFMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:03P,NY,HEARING PENDING,12/31/2099,
058QXD,DP,PAS,3425160060,NO PARKING-DAY/TIME LIMITS,55,60,0,0,0,115,006,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVNVVSVEpOUkVFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:27A,NY,HEARING PENDING,12/31/2099,
004LDD,DP,PAS,3422986078,FIRE HYDRANT,55,60,0,0,0,115,005,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVMXFhelJPYWtFelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:05A,NY,HEARING PENDING,12/31/2099,
020ACD,DP,PAS,3422984094,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,005,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVMXFhelJPUkVFMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:40P,NY,HEARING PENDING,12/31/2099,
067QMD,DP,PAS,3422633662,EXPIRED METER,55,60,0,0,0,115,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVVMXFXWHBOZWxreVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:16P,NY,HEARING PENDING,12/31/2099,
020KXD,DP,PAS,3414854454,FIRE HYDRANT,55,60,0,0,0,115,020,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwUmVFNUVaekZPUkZFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:30,NY,HEARING PENDING,12/31/2099,
050CYD,DP,PAS,3308163457,FIRE HYDRANT,55,60,0,0,0,115,017,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSVEpOZWxFeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:13P,NY,HEARING PENDING,12/31/2098,
034NQD,DP,PAS,3308113867,EXPIRED METER,55,60,0,0,0,115,019,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSWGhOZW1jeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:15A,NY,HEARING PENDING,12/31/2098,
094VJD,DP,PAS,3308113764,NO PARKING-STREET CLEANING,35,60,0,0,0,95,023,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSWGhOZW1NeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:05A,NY,HEARING PENDING,12/31/2098,
024CYD,DP,PAS,3308013162,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,014,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVRWGhOZWtVeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:08A,NY,HEARING PENDING,12/31/2098,
037JFD,DP,PAS,3321306888,SIDEWALK,55,60,0,0,0,115,009,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMVVUWGRPYW1jMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:25A,NY,HEARING PENDING,12/31/2098,
CDJ136,DP,PAS,3323890954,NO STANDING-EXC. AUTH. VEHICLE,55,60,0,0,0,115,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMTZaelZOUkdzeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:48A,NY,HEARING PENDING,12/31/2098,
075VJD,DP,PAS,3323884796,NO PARKING-STREET CLEANING,55,60,0,0,0,115,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMTZaelJPUkdNMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:16A,NY,HEARING PENDING,12/31/2098,
047FPD,DP,PAS,3321922708,FIRE HYDRANT,55,60,0,0,0,115,114,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMVVhM2xOYW1OM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:01P,Q,HEARING PENDING,12/31/2098,
008GQD,DP,PAS,3321286166,EXPIRED METER,55,60,0,0,0,115,009,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMVVTVFJPYWtVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:33A,NY,HEARING PENDING,12/31/2098,
028HXD,DP,PAS,3321196529,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,001,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVVMVVSVFZPYWxWNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48P,NY,HEARING PENDING,12/31/2098,
106DMD,DP,PAS,3317042400,NO PARKING-STREET CLEANING,35,60,0,0,0,95,112,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNTZRVEJOYWxGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:37A,Q,HEARING PENDING,12/31/2098,
124DMD,DP,PAS,3317042369,NO PARKING-STREET CLEANING,35,60,0,0,0,95,112,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNTZRVEJOYWsweVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:37A,Q,HEARING PENDING,12/31/2098,
047FPD,DP,PAS,3316961628,NO PARKING-STREET CLEANING,35,60,0,0,0,95,112,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNXFhekpOVkZsNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:13A,Q,HEARING PENDING,12/31/2098,
118THD,DP,PAS,3316669577,NO PARKING-STREET CLEANING,55,60,0,10,0,105,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNXFXVEpQVkZVelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:00A,NY,ADMIN REDUCTION,12/31/2098,
082QMD,DP,PAS,3316371679,NO PARKING-STREET CLEANING,55,60,0,0,0,115,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNXFUVE5OVkZrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:07A,NY,HEARING PENDING,12/31/2098,
DQZ190,DP,PAS,3314519230,DOUBLE PARKING,55,10,0,0,0,65,018,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVWWGhQVkVsNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:45P,NY,HEARING PENDING,12/31/2098,
061PSD,DP,PAS,3314513847,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVWWGhOZW1jd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:22A,NY,HEARING PENDING,12/31/2098,
058PSD,DP,PAS,3314512636,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVWWGhOYWxsNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:55A,NY,HEARING PENDING,12/31/2098,
047PSD,DP,PAS,3314505061,NO STANDING-EXC. AUTH. VEHICLE,55,60,0,0,0,115,018,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVWWGRPVkVFeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:29A,NY,HEARING PENDING,12/31/2098,
CQX030,DP,PAS,3314494415,NO STANDING-TAXI STAND,55,60,0,0,0,115,013,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFZPUkZGNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:15A,NY,HEARING PENDING,12/31/2098,
115THD,DP,PAS,3314493344,NO STANDING-EXC. TRUCK LOADING,55,60,0,10,0,105,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFZOZWswd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:00A,NY,ADMIN REDUCTION,12/31/2098,
005THD,DP,PAS,3314493320,NO STANDING-DAY/TIME LIMITS,55,60,0,10,0,105,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFZOZWsxNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:43A,NY,ADMIN REDUCTION,12/31/2098,
001PSD,DP,PAS,3314490940,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFZOUkdzd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:03A,NY,HEARING PENDING,12/31/2098,
046HVD,DP,PAS,3314488294,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,018,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFJQUkVrMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:07A,NY,HEARING PENDING,12/31/2098,
045HVD,DP,PAS,3314487885,NO STANDING-DAY/TIME LIMITS,55,10,0,0,0,65,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFJPZW1jMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:06A,NY,HEARING HELD-GUILTY REDUCTION,12/31/2098,
065JMD,DP,PAS,3314485499,NO STOPPING-DAY/TIME LIMITS,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFNUVVVFJPVkZFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:06A,NY,HEARING PENDING,12/31/2098,
056BLD,DP,PAS,3312331754,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFMXFUWHBOVkdNeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09A,NY,HEARING PENDING,12/31/2098,
050BLD,DP,PAS,3312331742,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFMXFUWHBOVkdNd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:19A,NY,HEARING PENDING,12/31/2098,
001BLD,DP,PAS,3312331730,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmVFMXFUWHBOVkdONlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:14A,NY,HEARING PENDING,12/31/2098,
002FND,DP,PAS,3308153130,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSVEZOZWtWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:08A,NY,HEARING PENDING,12/31/2098,
001TFD,DP,PAS,3308137008,FIRE HYDRANT,55,60,0,0,0,115,009,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSWHBPZWtGM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:40P,NY,HEARING PENDING,12/31/2098,
034FPD,DP,PAS,3308130350,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVSWHBOUkUweFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:03P,NY,HEARING PENDING,12/31/2098,
017KXD,DP,PAS,3308089580,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,014,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVRVFJQVkZVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:16P,NY,HEARING PENDING,12/31/2098,
019KXD,DP,PAS,3308089579,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,014,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVRVFJQVkZVelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:15P,NY,HEARING PENDING,12/31/2098,
020DMD,DP,PAS,3308089567,NO STANDING-DAY/TIME LIMITS,55,60,0,0,0,115,014,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVRVFJQVkZVeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:12P,NY,HEARING PENDING,12/31/2098,
026ACD,DP,PAS,3308029054,FIRE HYDRANT,55,60,0,0,0,115,019,PARKING CONTROL UNIT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwTmQwOUVRWGxQVkVFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:06P,NY,HEARING PENDING,12/31/2098,
067DCD,DP,PAS,3275923596,NO STOPPING-DAY/TIME LIMITS,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSk0wNVVhM2xOZWxVMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:40A,NY,HEARING PENDING,12/31/2098,
089DCD,DP,PAS,3275923560,FIRE HYDRANT,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSk0wNVVhM2xOZWxVeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:45A,NY,HEARING PENDING,12/31/2098,
086QZD,DP,PAS,3125957837,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwRmVVNVVhekZPZW1kNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:33A,NY,HEARING PENDING,12/31/2097,
001YUD,DP,PAS,3125956390,BEYOND MARKED SPACE,55,60,0,0,0,115,017,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwRmVVNVVhekZPYWswMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:48A,NY,HEARING PENDING,12/31/2097,
036FPD,DP,PAS,3226325516,EXPIRED METER,55,60,0,0,0,115,019,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSmVVNXFUWGxPVkZWNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:23P,NY,HEARING PENDING,12/31/2097,
074VJD,DP,PAS,3226315110,NO STANDING-EXC. TRUCK LOADING,55,60,0,0,0,115,017,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSmVVNXFUWGhPVkVWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:13A,NY,HEARING PENDING,12/31/2097,
041FPD,DP,PAS,3225014590,FIRE HYDRANT,55,60,0,0,0,115,019,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSmVVNVVRWGhPUkZVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:58A,NY,HEARING PENDING,12/31/2097,
041FPD,DP,PAS,3225011186,FIRE HYDRANT,55,60,0,0,0,115,019,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSmVVNVVRWGhOVkVVMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:10A,NY,HEARING PENDING,12/31/2097,
112THD,DP,PAS,3225010145,NO STANDING-DAY/TIME LIMITS,55,60,0,10,0,105,019,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFhwSmVVNVVRWGhOUkVVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:05P,NY,ADMIN REDUCTION,12/31/2097,
